Authors;Article Title;DOI
Sithole L., Sithole M.J., Chirimuta C.;Marketing challenges experienced by small to medium enterprises over formal clothing industries in harare, Zimbabwe;10.1080/23311886.2018.1488234
Sjöblom P.;COMMUNICATING WITH BRAND NAMES IN THE SUSTAINABLE FINNISH FASHION INDUSTRY;10.17651/ONOMAST.65.2.15
Skyrianou I., Papakonstantinou C.G., Koutas L.N.;Advanced Composites with Alkali-Activated Matrices for Strengthening of Concrete Structures: Review Study;10.4028/p-sm2iot
Small J.;The sustainability of gender norms: women over 30 and their physical appearance on holiday;10.1080/09669582.2021.1874396
Sohn Y.J., Kim H.T., Baritugo K.-A., Jo S.Y., Song H.M., Park S.Y., Park S.K., Pyo J., Cha H.G., Kim H., Na J.-G., Park C., Choi J.-I., Joo J.C., Park S.J.;Recent Advances in Sustainable Plastic Upcycling and Biopolymers;10.1002/biot.201900489
Sola A., Signorini C., Hanuskova M., Zapparoli M.;Preliminary Assessment of Rice Husk Ash (RHA) as Functional Interphase Agent in Sustainable Composite Systems for Structural Strengthening;10.4028/p-hxrr02
Sowmyya T.;Lagenaria siceraria peel waste aqueous extract mediated silver nanoparticles for degradation of Congo red dye;10.1088/1742-6596/2267/1/012101
Soyer M., Dittrich K.;Sustainable consumer behavior in purchasing, using and disposing of clothes;10.3390/su13158333
Spagnoli F.;A new inclusive housing prototype;10.1007/978-3-030-20444-0_16
Spahiu T., Almeida H., Manavis A., Kyratsis P.;Fashion products through digital manufacturing – A case study with fdm technology;
Spulbar C., Ehsanifar M., Birau R., Gorun T.H., Doagă I.D., Ejaz A., Ullal M.S., Stanciu C.V.;Is Taiwan a black swan phenomenon for local textile and clothing industry? A robust nonlinear regression-based model for stock exchange prediction [Este Taiwanul un fenomen de tipul “lebădă neagă” pentru industria textilă și de îmbrăcăminte? Un model robust, bazat de regresie non-lineară, pentru predicția comportamentului pieței bursiere];10.35530/T.071.06.1737
Srinivas R., Singh A.P.;Impact assessment of industrial wastewater discharge in a river basin using interval-valued fuzzy group decision-making and spatial approach;10.1007/s10668-017-9994-9
Srivastava A., Bandhu S.;Biotechnological advancements and challenges in textile effluents management for a sustainable bioeconomy: Indian case studies;10.1016/j.cscee.2022.100186
Staicu D.;Identifying Circular Business Models Through Traditional and Snowball Sampling;10.1007/978-3-030-59972-0_9
Staicu D.;Characteristics of textile and clothing sector social entrepreneurs in the transition to the circular economy [Caracteristicile antreprenorilor sociali din sectorul textile şi îmbracaminte în tranziţia catre economia circulara];10.35530/IT.072.01.202031
Stål H.I., Corvellec H.;Organizing Means–Ends Decoupling: Core–Compartment Separations in Fast Fashion;10.1177/00076503211001856
Stancu C.M., Grønhøj A., Lähteenmäki L.;Meanings and motives for consumers’ sustainable actions in the food and clothing domains;10.3390/su122410400
Štefko R., Steffek V.;Key issues in Slow Fashion: Current challenges and future perspectives;10.3390/su10072270
Stelmaszczyk M., Pierścieniak A., Krzysztofek A.;Managerial energy in sustainable enterprises: Organizational wisdom approach;10.3390/en14092367
Stenton M., Houghton J.A., Kapsali V., Blackburn R.S.;Review the potential for regenerated protein fibres within a circular economy: Lessons from the past can inform sustainable innovation in the textiles industry;10.3390/su13042328
Steudler S., Werner A., Walther T.;It Is the Mix that Matters: Substrate-Specific Enzyme Production from Filamentous Fungi and Bacteria Through Solid-State Fermentation;10.1007/10_2019_85
Stewart R., Niero M.;Circular economy in corporate sustainability strategies: A review of corporate sustainability reports in the fast-moving consumer goods sector;10.1002/bse.2048
Strand K.S., Haakonsen P., Fauske L.B.;E-textiles: An interdisciplinary approach problem solving in an educational context;10.7577/FORMAKADEMISK.3872
Strielkowski W., Streimikiene D., Fomina A., Semenova E.;Internet of energy (IoE) and high-renewables electricity system market design;10.3390/en12244790
Stringer T., Mortimer G., Payne A.R.;Do ethical concerns and personal values influence the purchase intention of fast-fashion clothing?;10.1108/JFMM-01-2019-0011
Stulga P., Whitfield R.I., Love J., Evans D.;Towards Sustainable Manufacturing with Industry 4.0: A Framework for the Textile Industry;10.1017/pds.2022.30
Su J., Wood A.M., Gargeya V.B.;Sustainable entrepreneurship in the apparel industry: Passion and challenges;10.1080/00405000.2021.1957276
Su Y., Yang B., Liu J., Sun B., Cao C., Zou X., Lutes R., He Z.;Prospects for Replacement of Some Plastics in Packaging with Lignocellulose Materials: A Brief Review;10.15376/BIORES.13.2.SU
Subbiah A., Chandrasekaran S., Veerasimman A.;Experimental Investigations to Promote Better Adaptability of Safety Helmets Using Jute Fiber Reinforced Polyester Composites– A Waste Utilization Approach;10.1080/15440478.2021.1889438
Sukadari S., Huda M.;Culture sustainability through co-curricular learning program: Learning batik cross review;10.3390/educsci11110736
Suleman M., Ahmad N., Ullah Khan S., Ahmad T.;Investigating flexural performance of waste tires steel fibers-reinforced cement-treated mixtures for sustainable composite pavements;10.1016/j.conbuildmat.2020.122099
Sun C., Yan X.;Measurement and transfer analysis of grey water footprint of chinese provinces and industries based on a multi-regional input-output model;10.18306/dlkxjz.2020.02.003
Sunardi S., Ariyani M., Withaningsih S., Darma A.P., Wikarta K., Parikesit P., Kamarudin M.K.A., Abdoellah O.S.;Peri-urbanization and sustainability of a groundwater resource;10.1007/s10668-020-00972-y
Sundhu M., Khosa M.K., Adeel S., Ahmad T.;Microwave-Assisted Eco-friendly Acid Dyeing of Proteinous Fabrics Using Acid Violet 3B Dye;10.1080/15440478.2021.1958436
Sung J., Woo H.;Investigating male consumers’ lifestyle of health and sustainability (LOHAS) and perception toward slow fashion;10.1016/j.jretconser.2019.03.018
Sung K., Cooper T., Oehlmann J., Singh J., Mont O.;Multi-Stakeholder Perspectives on Scaling up UK Fashion Upcycling Businesses;10.1080/17569370.2019.1701398
Syafri E., Jamaluddin, Harmailis, Umar S., Mahardika M., Amelia D., Mayerni R., Mavinkere Rangappa S., Siengchin S., Sobahi T.R., Khan A., Asiri A.M.;Isolation and Characterization of New Cellulosic Microfibers from Pandan Duri (Pandanus Tectorius) for Sustainable Environment;10.1080/15440478.2022.2079582
Syrén F., Drugge G.A., Peterson J., Kadi N.;Enhanced knittability of paper yarn from the swedish forest by using textile finishing materials;10.3390/polym13213628
Tabatabaei M., Hosseinzadeh-Bandbafha H., Yang Y., Aghbashlo M., Lam S.S., Montgomery H., Peng W.;Exergy intensity and environmental consequences of the medical face masks curtailing the COVID-19 pandemic: Malign bodyguard?;10.1016/j.jclepro.2021.127880
Tabor J., Ghosh T.;Building and construction textiles;10.1002/9781119325062.ch11
Tahir M.B., Rafique M., Sagir M., Ullah S., Kiran H., Nawaz T.;Role of Nanomaterials in the Detoxification of Harmful Dyes;10.1016/B978-0-12-815732-9.00014-0
Tahmoorian F., Nemati S., Soleimani A.;A state of the art on the structural performance of fabric formwork systems;10.5267/j.esm.2019.8.005
Talapatra S., Uddin K., Doiro M., Santos G.;The linkage between corporate social responsibility and the main benefits obtained from the integration of multiple management systems in Bangladesh;10.1108/SRJ-09-2020-0390
Taljaard H., Sonnenberg N.C., Jacobs B.M.;Factors motivating male consumers’ eco-friendly apparel acquisition in the South African emerging market;10.1111/ijcs.12441
Tambo J.A., Kansiime M.K., Mugambi I., Rwomushana I., Kenis M., Day R.K., Lamontagne-Godwin J.;Understanding smallholders' responses to fall armyworm (Spodoptera frugiperda) invasion: Evidence from five African countries;10.1016/j.scitotenv.2020.140015
Tang Y., Lin T., Ai S., Li Y., Zhou R., Peng Y.;Super and selective adsorption of cationic dyes using carboxylate-modified lignosulfonate by environmentally friendly solvent-free esterification;10.1016/j.ijbiomac.2020.05.037
Tekinalp H.L., Ker D., Zhao X., Benson B., Buziak M., Kunc V., Peter W., Ozcan S.;Effect of surface treatment of microfiberlated cellulose fibers on biocomposite properties and additive manufacturing process;
Tekinalp H.L., Ker D., Benson B., Kunc V., Peter W., Ozcan S.;Micro-cellulose fiber reinforced biocomposites for additive manufacturing;
Teo S.H., Ng C.H., Islam A., Abdulkareem-Alsultan G., Joseph C.G., Janaun J., Tauﬁq-Yap Y.H., Khandaker S., Islam G.J., Znad H., Awual M.R.;Sustainable toxic dyes removal with advanced materials for clean water production: A comprehensive review;10.1016/j.jclepro.2021.130039
Thabet R.H., Tony M.A., El Sherbiny S.A., Ali I.A., Fouad M.K.;Catalytic oxidation over nanostructured heterogeneous process as an effective tool for environmental remediation;10.1088/1757-899X/975/1/012004
Thakker A.M., Sun D.;Sustainable application of novel herbs on cotton fabrics as biomordants and colourants;10.1007/s11356-022-18818-7
Thapa S., Indraganti M.;Evaluation of thermal comfort in two neighboring climatic zones in Eastern India—an adaptive approach;10.1016/j.enbuild.2020.109767
Thatta S., Polisetty A.;The Future Is Circular: A Case Study on MUD Jeans;10.1177/2319714520950163
Thomas A., Bernard E.S.;Developments in fibre reinforced concrete in tunnelling;10.1002/geot.202100018
Thyavihalli Girijappa Y.G., Mavinkere Rangappa S., Parameswaranpillai J., Siengchin S.;Natural Fibers as Sustainable and Renewable Resource for Development of Eco-Friendly Composites: A Comprehensive Review;10.3389/fmats.2019.00226
Ting T.Z.T., Stagner J.A.;Fast fashion - wearing out the planet;10.1080/00207233.2021.1987048
Tomasi I.T., Machado C.A., Boaventura R.A.R., Botelho C.M.S., Santos S.C.R.;Tannin-based coagulants: Current development and prospects on synthesis and uses;10.1016/j.scitotenv.2022.153454
Tong L., Wang J., Yi J.;Sustainable textile and apparel enterprise supplier selection research;10.14504/ajr.8.S1.6
Torkar G.;The Sustainability of Pre-Service Teachers’ Consumer Behaviour for the December Holidays [Potrošniška vedenja bodočih učiteljev v obdobju decembrskih praznikov z vidikov trajnosti];10.26529/CEPSJ.1110
Trejo H.X., Lewis T.L.;Evaluating New York raw fiber-to-retail;10.1177/02690942211007119
Trejo H.X., Smith H.A., Trejo N.K., Lewis T.L.;Made in New York: A Collaborative Model to Encourage Slow Fashion;10.1177/0887302X19838331
Trenz E.;Upcycling, downcycling, recycling, better use of raw materials...;
Trivellin E., Lotti G., Marseglia M., Matteucci E., Vacca M., Fiesoli I., Morea C., Tanzini A., Tanzini F., Ji L.;Textile Historical Sustainability and Innovative Textile Products;10.1007/978-3-030-51194-4_111
Tshiaba S.M., Wang N., Ashraf S.F., Nazir M., Syed N.;Measuring the sustainable entrepreneurial performance of textile‐based small–medium enterprises: A mediation–moderation model;10.3390/su131911050
Tyas W.P., Muhammad F., Hutama J.K.P.;Traditional and heritage commodities in the era 4.0: Batik home-based enterprises in the use of the internet;10.1088/1755-1315/673/1/012030
Ulloa M., De Santiago L.M., Hulse-Kemp A.M., Stelly D.M., Burke J.J.;Enhancing Upland cotton for drought resilience, productivity, and fiber quality: comparative evaluation and genetic dissection;10.1007/s00438-019-01611-6
Ulrich V.;Corona Pandemic and financial stability of statutory health insurance [Corona Pandemie und finanzielle Stabilität der gesetzlichen Krankenversicherung];10.1055/a-1286-9445
Upadhyay A., Akter S., Adams L., Kumar V., Varma N.;Investigating “circular business models” in the manufacturing and service sectors;10.1108/JMTM-02-2018-0063
Urmínová M., Kusá A.;Innovative approaches in marketing communication in sustainable fashion business;10.34190/EIE.20.183
Usta C., Özcan G.;Reducing salt use in dyeing of cotton fabrics with mono and bi-functional reactive dyes and investigation of organic salt use [Mono ve bi-fonksiyonel reaktif boyarmaddelerle pamuklu kumaşlarin boyanmasinda tuz kullaniminin azaltilmasi ve organik tuz kullaniminin araştirilmasi];10.7216/1300759920212812204
Usta S.K., Kadaifçi Ç.;An integrated methodology proposal for sustainable fashion: Understanding and examining criteria affecting the second-hand clothes shopping [Sürdürülebilir moda için bütünleşik bir yaklaşim önerisi: Ikinci el kiyafet alişverişinde etkili olan kriterlerin anlaşilmasi ve analizi];10.17341/gazimmfd.945327
Utami I., Rahmawati S., Tricahya F.H., Pidianto, Sakti A.D.;THE ABUNDANCE AND CHARACTERISTICS OF MICROPLASTICS IN THE SEDIMENTS OF THE PROGO RIVER OF YOGYAKARTA, INDONESIA;10.46754/jssm.2021.12.021
Uysal S., Bou-Belda E., Aracil M.B., Gisbert-Payá J.;Pre, Post and Meta Mordanting Recycled Cotton with Chitosan;10.4028/p-p698nx
Van Parys E.M.;The textile industry has taken a big leap in the digital printing sector Part 3: Ecology - Sustainability;
Vanapalli K.R., Sharma H.B., Ranjan V.P., Samal B., Bhattacharya J., Dubey B.K., Goel S.;Challenges and strategies for effective plastic waste management during and post COVID-19 pandemic;10.1016/j.scitotenv.2020.141514
Vapnek J., Wang T.;Food and agriculture policy;
Velazquez R., Chankov S.M.;Environmental Impact of Last Mile Deliveries and Returns in Fashion E-Commerce: A Cross-Case Analysis of Six Retailers;10.1109/IEEM44572.2019.8978705
Venkatesan H., Periyasamy A.P.;Eco-fibers in the textile industry;10.1007/978-3-319-68255-6_25
Venkatesh V.G., Zhang A., Deakins E., Mani V.;Antecedents of social sustainability noncompliance in the Indian apparel sector;10.1016/j.ijpe.2021.108038
Venugopal P., Malhotra R., Annamalai B.;The determinants for sustainability in a low-technology SME textile cluster in an emerging economy;10.1504/IJBIR.2018.089752
Verdugo G.B., Villarroel-Villarroel A.;Influence of product selection criteria on clothing purchase and post-purchase behaviours: A gender and generational comparison;10.1371/journal.pone.0267783
Vesterinen E., Syrjälä H.;Sustainable anti-consumption of clothing: A systematic literature review;10.1016/j.clrc.2022.100061
Vicente J.;Product Design Education for Circular Economy;10.1007/978-3-030-51194-4_68
Vijeyarasa R., Liu M.;Fast Fashion for 2030: Using the Pattern of the Sustainable Development Goals (SDGs) to Cut a More Gender-Just Fashion Sector;10.1017/bhj.2021.29
